player,map,category,time,proof,date,tag
"Apple","Reflection","R15 Skipless","31.8","https://youtube.com/watch?v=LjhImO5RqDA&feature=share","July 21, 2023",""
"Skele","Honeycomb Run","R15 Skipless","15.7","https://www.youtube.com/watch?v=6_YHUIvixYM","45128",""
"Apple","Reflection","R15 Skipless","31.8","31.8 r15 reflection - YouTube","July 21, 2023","Mobile"
"Gavin","Floatroads","R15 Skipless","26.2","https://youtu.be/vdMJnQ6qai0","July 22, 2023",""
"Skele","Jurassic Coast","R15 Skipless","16.3","https://www.youtube.com/watch?v=sFxsE3fLyVg","July 22, 2023",""
"Skele","Legacy","R6 Skipless","31.2","https://www.youtube.com/watch?v=KI_LYb7Mpno","July 22, 2023",""
"Skele","Western Bluffs","R15 Skipless","18.3","https://www.youtube.com/watch?v=KEtocT2CJ4Y","45129",""
"Skele","Jurassic Coast","Skipless IGT","16.3","https://www.youtube.com/watch?v=sFxsE3fLyVg","45129",""
"Skele","Jurassic Coast","Skipless EGT","16.267","https://www.youtube.com/watch?v=sFxsE3fLyVg","45129",""
"Skele","Magma Cavern","Glitch","4.3","https://www.youtube.com/watch?v=AgF2NXTyJLI","45129",""
"Apple","Reflection","Skipless EGT","31.817","https://www.youtube.com/watch?v=LjhImO5RqDA&feature=share","July 22, 2023",""
"Vegeta","Reflection","Glitch","3.7","https://streamable.com/hzi1us","July 23, 2023",""
"Skele","Skyscrapers","Glitch","4.5","https://www.youtube.com/watch?v=H-UU0HyKG2Y","July 23, 2023",""
"Skele","Twilight Lagoon","R15 Skip","21.7","https://www.youtube.com/watch?v=s25M6iX2-M8","July 24, 2023",""
"Skele","Frozen","R6 Skipless","25.3","https://www.youtube.com/watch?v=QPPQ5-LxMuU","July 26, 2023",""
"Vegeta","Northern Cliffs","Glitch","3.5","https://streamable.com/3oggag","July 26, 2023",""
"Skele","Snowy Slopes","R6 Skipless","36","https://www.youtube.com/watch?v=TfqMy9nKfaE","45133",""
"ppsuk099","Canyon","Glitch","11.5","https://www.youtube.com/watch?v=1n8a2Tnxllk","July 28, 2023",""
"ppsuk099","Mystic Alps","Glitch","6.7","https://www.youtube.com/watch?v=OCWQdp8Nykk","July 29, 2023",""
"ppsuk099","Mystical Gorge","Glitch","6.7","https://www.youtube.com/watch?v=RVSSrndTgBg","July 29, 2023",""
"ppsuk099","Clockwork Colosseum","Glitch","8.7","https://www.youtube.com/watch?v=Zob9713KkWw","July 29, 2023",""
"1caut","Melodical Fantasy","Skip IGT","36.1","https://streamable.com/w33xuo","July 30, 2023",""
"Vegeta","Tropical Islands","Glitch","5.7","https://streamable.com/sdfozg","July 31, 2023",""
"Vegeta","Tropical Dash","Glitch","2.2","https://streamable.com/rrou4z","July 31, 2023",""
"Arcie","Skyscrapers","R6 Skip","22.5","https://www.youtube.com/watch?v=yRTPt328pn0","August 1, 2023",""
"Nugglei","Snowy Slopes","Skipless IGT","35.8","https://youtu.be/wqvJF49zC_4","August 2, 2023",""
"Nugglei","Crystal Mine","R15 Skipless","24.4","https://youtu.be/_5ZPlqW08O4?si=kjCrU6Uapyq5fq29","August 5, 2023",""
"Vegeta","Snowy Slopes","Glitch","4.7","https://streamable.com/eschwe","August 5, 2023",""
"Vegeta","Jurassic Coast","Glitch","12","https://streamable.com/sq1ccv","August 5, 2023",""
"Rube7tube","Swamp","Skipless IGT","24.2","https://www.youtube.com/watch?v=I3tKmk1fJes","August 10, 2023",""
"Rube7tube","Winter Cove","Skipless IGT","17.6","https://www.youtube.com/watch?v=vVhwuEoZATM","August 11, 2023",""
"Rube7tube","Swamp","Skipless EGT","24.233","https://www.youtube.com/watch?v=I3tKmk1fJes","August 11, 2023",""
"Rube7tube","Frosted Fortress","Skipless IGT","36","https://www.youtube.com/watch?v=MR657RNFGL4","August 12, 2023",""
"Vegeta","Enchanted Forest","Glitch","7.5","https://www.youtube.com/watch?v=iZLLYwdUSCY","August 12, 2023",""
"Rube7tube","Grassy Mountain","Skipless IGT","31","https://www.youtube.com/watch?v=5yZ1569xgUQ","August 12, 2023",""
"Rube7tube","Legacy","Skipless IGT","31","https://www.youtube.com/watch?v=ygfz6MMWCFk","August 12, 2023",""
"Rube7tube","Magma Cavern","Glitch","4.2","https://streamable.com/gpeupn","August 13, 2023",""
"Vegeta","Melodical Fantasy","Glitch","8.3","https://www.youtube.com/watch?v=pD380Ln5kKk","August 13, 2023",""
"Vegeta","Floatroads","Glitch","17.4","https://www.youtube.com/watch?v=DJG9PfRyZ2c","August 13, 2023",""
"Rube7tube","Grassy Mountain","R6 Skipless","31.3","https://www.youtube.com/watch?v=MfcDCgJT2Xs","August 14, 2023",""
"Nugglei","Clockwork Colosseum","R6 Skipless","22.6","https://youtu.be/l_Xui1Muq1k","August 14, 2023",""
"Icey","River of Ice","R6 Skipless","12.9","https://cdn.discordapp.com/attachments/1125693818843443231/1125868024969318541/RPReplay_Final1688498227.mov","August 15, 2023",""
"Altensee","Floatroads","R15 Skipless","26.2","https://www.youtube.com/watch?v=Uzh5V4wlGIg&ab_channel=GucciMilk","August 16, 2023",""
"klawtropper1","Floatroads","R15 Skipless","26.2","https://www.youtube.com/watch?v=37xyeCJwx3U&feature=youtu.be&ab_channel=Flawlessed","August 16, 2023",""
"klawtropper1","River of Ice","R6 Skipless","12.9","https://www.youtube.com/watch?v=dIWwglo7-Mc&ab_channel=Flawlessed","August 16, 2023",""
"Mal","Night Terrors","R15 Skipless","19","https://www.youtube.com/watch?v=w969ZogSyoo","August 17, 2023",""
"Mal","Floatroads","R15 Skipless","26.2","https://www.youtube.com/watch?v=9QOXzN5NvcE","August 17, 2023",""
"Mal","Floatroads","R15 Skipless","26.2","https://www.youtube.com/watch?v=9QOXzN5NvcE","August 17, 2023",""
"klawtropper1","Night Terrors","R15 Skipless","19","https://youtu.be/-JHWr5unYvU","August 19, 2023",""
"Nugglei","Heights","Skipless IGT","16.7","https://youtu.be/6CSHPxty7Gs","August 20, 2023",""
"Nugglei","Heights","R15 Skipless","16.7","https://youtu.be/6CSHPxty7Gs?si=ynCTX6E69pSD7a5O","August 20, 2023",""
"Arcie","Reflection","R6 Skipless","31.9","https://www.youtube.com/watch?v=pb3Iq26wY1s","August 20, 2023",""
"Nugglei","Tropical Islands","R15 Skipless","46.6","https://youtu.be/bjLzDM06IVY?si=6mwcche_a4X7EhGw","August 22, 2023",""
"Nugglei","Taiga","R15 Skipless","19.2","https://youtu.be/9rFiNSF3RqU?si=UH2le8L9BPAz3JmS","August 25, 2023",""
"Nugglei","Cosmic Cliffside","R15 Skipless","15.3","https://youtu.be/c2h_NHlSr0Y?si=KXzA_MBzNp5haXCF","August 25, 2023",""
"Vegeta","Night Terrors","Skip IGT","17.4","https://youtu.be/ukbYY3-xyco?si=x5q2lBGN8sHDPcOp","August 26, 2023",""
"Altensee","Ravine","Skipless IGT","15.6","https://www.youtube.com/watch?v=zG-oBf6eBfY&ab_channel=GucciMilk","August 29, 2023",""
"Viceowner","Floatroads","R15 Skipless","26.2","https://youtu.be/MYYtx07HRJQ?si=Wjp96zfkQd5qVw7V","September 1, 2023",""
"Viceowner","Floatroads","Skipless EGT","26.183","https://www.youtube.com/watch?v=MYYtx07HRJQ","September 1, 2023",""
"Mal","Enchanted Forest","Skipless IGT","25.1","https://www.youtube.com/watch?v=i6o949x4awU","September 3, 2023",""
"Nugglei","Tropical Dash","R6 Skipless","29.4","https://youtu.be/0whfKaqGw6k?si=GjIQjHul_3Y4byPB","September 4, 2023",""
"Altensee","Grassy Mountain","Skipless IGT","31","https://www.youtube.com/watch?v=eXTtAySDIH0&ab_channel=GucciMilk","45174",""
"Mal","Frozen","Skipless IGT","25","https://www.youtube.com/watch?v=DM76wnD4jz0","September 10, 2023",""
"Bluirre","River of Ice","R6 Skipless","12.9","https://www.youtube.com/watch?v=4vCpPSyt1A4","September 10, 2023",""
"Altensee","Clockwork Colosseum","Skipless IGT","22.5","https://www.youtube.com/watch?v=7hkTR2DbZKo&ab_channel=GucciMilk","September 13, 2023",""
"Altensee","Crystal Mine","Skipless IGT","24.3","https://www.youtube.com/watch?v=K8hDket0hUg&ab_channel=GucciMilk","September 14, 2023",""
"Altensee","Skyscrapers","Skipless IGT","28.5","https://www.youtube.com/watch?v=4mt5n1StcJw","September 17, 2023",""
"Altensee","Skyscrapers","Skipless EGT","28.517","https://www.youtube.com/watch?v=4mt5n1StcJw","September 17, 2023",""
"Rube7tube","Crystal Mine","R15 Skipless","24.4","https://www.youtube.com/watch?v=12fd-5s35oQ","September 17, 2023",""
"Mal","Crystal Mine","Skipless IGT","24.3","https://youtu.be/D-_3CVWaxow?si=g5_dViMaPknIMVDI","September 18, 2023",""
"Rube7tube","Crystal Mine","Skipless IGT","24.3","https://www.youtube.com/watch?v=9pE016CSdTg","September 19, 2023",""
"Altensee","Dragons Lair","Skipless IGT","28.3","https://www.youtube.com/watch?v=IIw9S27umIU&ab_channel=GucciMilk","September 19, 2023",""
"Vegeta","Acid Realm","Glitch","5.8","https://streamable.com/8a77my","September 19, 2023",""
"Altensee","Canyon","Skipless IGT","15.1","https://www.youtube.com/watch?v=xO1Ik7n8hbo&ab_channel=GucciMilk","September 21, 2023",""
"Skele","Heights","R15 Skipless","16.7","https://www.youtube.com/watch?v=VarZT_GNCIA","September 22, 2023",""
"Skele","Clockwork Colosseum","Skipless IGT","22.5","https://www.youtube.com/watch?v=vao08TnlSkk","September 23, 2023",""
"Nugglei","Cavern of Darkness","Skip IGT","22.1","https://www.youtube.com/watch?v=e3hUWWyz4XE","September 23, 2023",""
"Skele","Ravine","Skip IGT","9.1","https://www.youtube.com/watch?v=LC4u8B-Vkxc","September 23, 2023",""
"Skele","Ravine","R15 Skip","9.7","https://www.youtube.com/watch?v=Eu53oJ1lVE4","45192",""
"Gavin","Shipwrecked","Skip IGT","18.8","https://youtu.be/cGVzh3yf7r8","September 23, 2023",""
"Skele","Honeycomb Run","Skipless IGT","15.4","https://www.youtube.com/watch?v=7vvY9__Riqc","45193",""
"Skele","Honeycomb Run","Skipless EGT","15.367","https://www.youtube.com/watch?v=7vvY9__Riqc","45193",""
"Altensee","Cavern of Darkness","Skipless IGT","22.4","https://www.youtube.com/watch?v=5E5ep1nLwqA","September 25, 2023",""
"Nugglei","Twilight Lagoon","Skipless EGT","23.833","https://www.youtube.com/watch?v=zuHGOyZimQU","October 31, 2023",""
"Nugglei","Northern Cliffs","R15 Skipless","13.3","https://youtu.be/ydb9oxYqcto?si=hNLzDd4ZUQ7zZvD9","November 23, 2023",""
"Nugglei","Northern Cliffs","R15 Skipless","13.3","https://youtu.be/ydb9oxYqcto","November 23, 2023",""
"Nugglei","Swamp","R6 Skipless","24.3","https://youtu.be/nubyiibKWiQ?si=Ni_VppTFyDdpvGCC","December 2, 2023",""
"Chriss","Western Bluffs","Skip IGT","8.7","https://www.youtube.com/watch?v=c09o2QELPyo","December 23, 2023",""
"Nugglei","Heights","R6 Skipless","16.7","https://youtu.be/V1fsarlvn8g?si=rw7Jjie62QYmzg-E","December 29, 2023",""
"Shane","Acid Realm ","R15 Skipless","37.8","https://discord.com/channels/1125691145905778751/1125693845284331530/1190374558285451294","December 29, 2023","Mobile"
"Nugglei","Frozen","R15 Skipless","25.1","https://youtu.be/I_JAzmXnr0Q?si=uRKFjVqNlgs9Tsbv","January 11, 2024",""
"Nugglei","Melodical Fantasy","R15 Skipless","42.1","https://youtu.be/DtLkXJRZlTo?si=K1FeQIbddLuD57aY","January 12, 2024",""
"Nugglei","Snowy Slopes","R6 Skipless","35.9","https://youtu.be/6qBQ_Qo7C0A?si=Kin2_1nXo-1CQG1f","January 12, 2024",""
"Nugglei","Heist","R15 Skipless","26.7","https://youtu.be/Wqlf-CF3fVI?si=LeOMd9QNvyzINzQQ","January 17, 2024",""
"Nugglei","Autumn Woodlands","R15 Skipless","24.9","https://youtu.be/VCotJdcoQbs?si=oUhvPWXMSnp2BwHV","January 17, 2024",""
"Nugglei","Mystic Alps","R15 Skipless","26.6","https://youtu.be/UeZcMBMSR7Q?si=kKwLPqUTlpu5Xtza","January 17, 2024",""
"Rube7tube","Enchanted Forest","Skipless IGT","25.1","https://www.youtube.com/watch?v=BiQqjkeMzUM","January 21, 2024",""
"Rube7tube","Enchanted Forest","Skipless EGT","25.15","https://www.youtube.com/watch?v=BiQqjkeMzUM","January 22, 2024",""
"Nugglei","Pastel Valley","R15 Skipless","25.1","https://www.youtube.com/watch?v=YIotps-UyOo","January 26, 2024",""
"Nugglei","Fuyu Village","R6 Skipless","19.7","https://youtu.be/DDPE2pdekl8?si=SDrUnD3wcPxj3QFJ","February 3, 2024",""
"Skele","Disaster Valley","R15 Skipless","32.5","https://www.youtube.com/watch?v=4489R6iEdMw","45325",""
"Nugglei","Disaster Valley","R15 Skipless","32.3","https://youtu.be/vvpabUd7Oqc?si=nmJr13PePvrbM7ED","February 4, 2024",""
"Nugglei","Pastel Valley","R15 Skipless","26.6","https://youtu.be/XcEEjPq5mho?si=0DyY7mvTisPctaeT","February 4, 2024",""
"Nugglei","Twilight Lagoon","R15 Skipless","24.2","https://youtu.be/U5Qe-rz17Ho?si=iOQKGKW8r-V5cam5","February 4, 2024",""
"Nugglei","Frosted Fortress","R15 Skipless","36.1","https://youtu.be/xX9_0qp5TAM?si=GhJITRNYFE16ZMSx","February 5, 2024",""
"w3iland","Floatroads","R15 Skipless","26.2","https://youtu.be/za9hXHOk0kk?si=zvAeeYwoBk70CkUf","February 5, 2024",""
"Nugglei","Dragons Lair","R15 Skipless","28.4","https://youtu.be/2I87WsC0Qio?si=9GzJ7X72cvr7dfMu","February 6, 2024",""
"Nugglei","Acid Realm","R15 Skipless","37.4","https://youtu.be/kBX2vxcUp1E?si=3GgqbCAq15YaLCzT","February 6, 2024",""
"Nugglei","Skyscrapers","R15 Skip","22.3","https://www.youtube.com/watch?v=dDXYHkqeRno","February 6, 2024",""
"w3iland","Floatroads","Skipless EGT","26.2","https://www.youtube.com/watch?v=za9hXHOk0kk","February 6, 2024",""
"Altensee","Skyscrapers","Skip IGT","22","https://www.youtube.com/watch?v=b4o4-wSkCBs","February 9, 2024",""
"Gavin","Canyon","Skipless IGT","15.1","https://youtu.be/vfyVYsatSCQ","February 11, 2024",""
"Gavin","Island Route","R6 Skipless","32.9","https://youtu.be/GxBSgy6-A9M","February 12, 2024",""
"Gavin","Legacy","Skipless IGT","31","https://youtu.be/OI52tmeipP0","February 12, 2024",""
"Gavin","Legacy","Skipless EGT","31.017","https://www.youtube.com/watch?v=OI52tmeipP0","February 12, 2024",""
"Gavin","Shipwrecked","R15 Skip","19.2","https://youtu.be/H93gc54dveY","February 12, 2024",""
"Gavin","Canyon","Skipless EGT","15.15","https://www.youtube.com/watch?v=vfyVYsatSCQ","February 12, 2024",""
"Gavin","Frozen","Skipless IGT","25","https://www.youtube.com/watch?v=PwaTJeKwNOU","February 13, 2024",""
"Skele","Shipwrecked","R15 Skipless","21.9","https://www.youtube.com/watch?v=ZdOgkwiJxNI","45335",""
"Gavin","Northern Cliffs","Skipless IGT","13.2","https://youtu.be/1565Jv-ksYs","February 13, 2024",""
"Nugglei","Legacy","Skipless IGT","30.9","https://youtu.be/OH6xplJFFfg","February 14, 2024",""
"Gavin","Frozen","Skipless EGT","25.017","https://www.youtube.com/watch?v=PwaTJeKwNOU","February 14, 2024",""
"Gavin","Northern Cliffs","Skipless EGT","13.183","https://www.youtube.com/watch?v=1565Jv-ksYs","45336",""
"Nugglei","Shipwrecked","R15 Skipless","21.8","https://youtu.be/m6SrIW27VLc?si=Vo_190fkp3ac8j9Q","February 17, 2024",""
"Gavin","Clockwork Colosseum","R15 Skip","20.4","https://youtu.be/Nv5QQdqZWfg","February 17, 2024",""
"Gavin","Tropical Dash","Skipless IGT","29.2","https://youtu.be/VXcUGqWy_TA","February 18, 2024",""
"Altensee","The Orion Disaster","Skipless IGT","16","https://www.youtube.com/watch?v=CDuKgtKDpwE","February 18, 2024",""
"Nugglei","Shipwrecked","R15 Skip","19.1","https://www.youtube.com/watch?v=KjXUbBoSdPA","February 18, 2024",""
"Nugglei","The Emerald Isle","R15 Skip","15.8","https://www.youtube.com/watch?v=NN4-XkU5Kxg","February 18, 2024",""
"Nugglei","The Realm Between","R6 Skipless","33.2","https://youtu.be/jEvRdoliezc?si=tZqGRpthrIlDPH1-","February 18, 2024",""
"Skele","Disaster Valley","Skipless IGT","31.1","https://www.youtube.com/watch?v=tEuJtM3lrVY","45340",""
"Skele","Disaster Valley","Skipless EGT","31.1","https://www.youtube.com/watch?v=tEuJtM3lrVY","45340",""
"Gavin","Tropical Dash","Skipless EGT","29.25","https://www.youtube.com/watch?v=VXcUGqWy_TA","February 19, 2024",""
"Altensee","Laser Tag","Skipless IGT","22.7","https://www.youtube.com/watch?v=1kw4JIRK_D4","February 20, 2024",""
"Gavin","Melodical Fantasy","Skipless IGT","42","https://youtu.be/cskDgsg7Fe4","February 20, 2024",""
"Gavin","Honeycomb Run","R6 Skip","15.3","https://youtu.be/MBuMZVg91h4","February 21, 2024",""
"Gavin","Shipwrecked","R6 Skip","20.1","https://youtu.be/igFZrZjcZbQ","February 21, 2024",""
"Vegeta","Northern Cliffs","R15 Skip","6.5","https://www.youtube.com/watch?v=VfaQ1gw5FSg","February 22, 2024",""
"Skele","Magma Cavern","R6 Skipless","36.8","https://www.youtube.com/watch?v=qJQyEWzbR_4","45344",""
"Vegeta","Swamp","Skipless IGT","24.2","https://youtu.be/X7rWYNlaeJE?si=PZqi1DAwB8fGbau9","February 23, 2024",""
"Nugglei","Frozen","Skip IGT","24","https://www.youtube.com/watch?v=0QNhEsTYLM4","February 23, 2024",""
"Nugglei","Magma Cavern","R6 Skipless","36.7","https://youtu.be/jPjKg3MOMrg?si=y-3JLAJNqGxW679X","February 23, 2024",""
"Vegeta","Swamp","Skipless EGT","24.233","https://www.youtube.com/watch?v=X7rWYNlaeJE","February 24, 2024",""
"Rube7tube","Frozen","Skipless IGT","25","https://www.youtube.com/watch?v=vX1ty897Wok","February 25, 2024",""
"Nugglei","Melodical Fantasy","Skip IGT","35.7","https://www.youtube.com/watch?v=4taBPLGjcWs","February 25, 2024",""
"ppsuk099","Enchanted Forest","Skipless IGT","25.1","https://www.youtube.com/watch?v=caLmt0vz6bE","February 26, 2024",""
"ppsuk099","Heights","Skip IGT","7.5","https://youtu.be/_HdeIpq818k","February 27, 2024",""
"ppsuk099","Night Terrors","Skip IGT","17.4","https://www.youtube.com/watch?v=trijzsrYxOM","February 27, 2024",""
"ppsuk099","Heights","R6 Skip","7.5","https://youtu.be/_HdeIpq818k","February 27, 2024",""
"Nugglei","Night Terrors","R6 Skip","17.8","https://youtu.be/SOEpq16WCgM","February 27, 2024",""
"Altensee","Twilight Lagoon","Skipless EGT","23.833","https://www.youtube.com/watch?v=sFZKc9Sv_hA","February 28, 2024",""
"ppsuk099","Heights","Skip EGT","7.517","https://www.youtube.com/watch?v=_HdeIpq818k","February 28, 2024",""
"Gavin","Ancient Tomb","Skipless IGT","32.8","https://youtu.be/O53SN-Pmq0w","March 2, 2024",""
"Gavin","Ancient Tomb","Skipless EGT","32.817","https://www.youtube.com/watch?v=O53SN-Pmq0w","March 2, 2024",""
"Altensee","Reflection","R15 Skipless","31.8","https://www.youtube.com/watch?v=RvvWgzzwGaA","March 4, 2024",""
"Nugglei","Northern Cliffs","Skipless IGT","13.1","https://youtu.be/PTuXBhGPBPA","March 6, 2024",""
"Nugglei","Northern Cliffs","Skipless EGT","13.133","https://www.youtube.com/watch?v=PTuXBhGPBPA","March 6, 2024",""
"Nugglei","Skyscrapers","Skip IGT","22","https://youtu.be/OBnMJU-QQq4","March 6, 2024",""
"Mal","Dunes","R15 Skipless","32.6","https://www.youtube.com/watch?v=BJFuk5LLDO0","March 6, 2024",""
"Skele","Dunes","R6 Skipless","32.7","https://www.youtube.com/watch?v=vJXHQQcXNNo","March 6, 2024",""
"Nugglei","Skyscrapers","Skip EGT","22.017","https://youtu.be/OBnMJU-QQq4","45357",""
"Gavin","The Emerald Isle","Skip IGT","15.1","https://youtu.be/6Z5_96epQhE?si=ofgbj0InmilJOhjE","March 7, 2024",""
"Mal","Dunes","R6 Skipless","32.7","https://www.youtube.com/watch?v=d35wvAXrWAM","March 7, 2024",""
"Mal","Canyon","R15 Skipless","15.2","https://www.youtube.com/watch?v=Xe35wnAPHRI","March 8, 2024",""
"Rube7tube","Taiga","Skipless IGT","19.2","https://www.youtube.com/watch?v=wfHZr64MbT0","March 8, 2024",""
"Rube7tube","Canyon","Skipless IGT","15.1","https://medal.tv/games/roblox/clips/20esLwvb_zopOj/d1337QvwF6Sy?invite=cr-MSxDczQsMTMyMDY1OTc4LA","March 10, 2024",""
"Rube7tube","Canyon","Skipless EGT","15.15","https://medal.tv/games/roblox/clips/20esLwvb_zopOj?invite=cr-MSxDczQsMTMyMDY1OTc4LA","March 11, 2024",""
"Skele","Crystal Mine","R15 Skipless","24.4","https://www.youtube.com/watch?v=Xdxau_RaS9E","March 13, 2024",""
"Skele","Taiga","Skipless IGT","19.2","https://www.youtube.com/watch?v=HeqgJwQ0ppo","45364",""
"DylPickle","Floatroads","R15 Skipless","26.2","https://youtu.be/OkeHvQpi8uA?si=re4xhtXkgRT-02bF","March 14, 2024",""
"DylPickle","The Emerald Isle","Glitch","5.8","https://www.youtube.com/watch?v=3AYneP-HmEg","March 17, 2024",""
"Skele","Autumn Woodlands","Skipless IGT","24.8","https://www.youtube.com/watch?v=gUeh8vtpNfA","March 24, 2024",""
"Nugglei","Frosted Fortress","Skipless IGT","36","https://youtu.be/J96oLcZGy6U","March 24, 2024",""
"Shane","River of Ice","R6 Skipless","12.9","https://media.discordapp.net/attachments/1125693818843443231/1221614805224263680/Screen_Recording_20240324_192044_Roblox.mp4?ex=68dfbfb2&is=68de6e32&hm=ac3cd5cad116a385b9d0d8dda9e90e7dbbd3da9a89de5ab9aa0e4c52e8595773&","March 24, 2024","Mobile"
"Nugglei","Twilight Lagoon","R6 Skip","22.3","https://youtu.be/Qaw1ZjFLp8g","March 24, 2024",""
"Mal","Reflection","R15 Skipless","31.8","https://www.youtube.com/watch?v=-HRmSjGpYwk","March 25, 2024",""
"johnlord","Autumn Woodlands","R6 Skip","11.7","https://youtu.be/t5n3XKLIp_A","March 25, 2024",""
"Nugglei","Autumn Woodlands","R6 Skip","11.7","https://youtu.be/2Lbhm-j7HWU","March 25, 2024",""
"johnlord","Floatroads","R15 Skipless","26.2","https://youtu.be/fs_Mk8fjLfQ","March 26, 2024",""
"johnlord","Western Bluffs","R6 Skip","17.9","https://www.youtube.com/watch?v=yoXChBz3cvU","March 29, 2024",""
"Chriss","Night Terrors","Skip IGT","17.4","https://cdn.discordapp.com/attachments/585481591074062336/1224199946509619290/nighterrorswb.mp4?ex=689ab60b&is=6899648b&hm=e5fcab0cd4c64ef0b5d4cfd0645a9c8d385eb66487ecb8e87a9e404cfcc267ba&","March 31, 2024",""
"Gavin","Night Terrors","R6 Skip","17.8","https://youtu.be/zRHi4w0bNsU","March 31, 2024",""
"Gavin","Honeycomb Run","R15 Skip","14.1","https://youtu.be/uyhsbOJolV4","April 2, 2024",""
"Altensee","Skyscrapers","R15 Skip","22.3","https://www.youtube.com/watch?v=CcM25ePqgXk","April 3, 2024",""
"Gavin","Heights","Skip IGT","7.6","https://youtu.be/HAnCEUSq5Cs","45385",""
"Gavin","Heights","R6 Skip","7.6","https://youtu.be/HAnCEUSq5Cs","April 3, 2024",""
"Gavin","Heights","R15 Skip","7.6","https://youtu.be/PWW3-apVdCc","April 4, 2024",""
"Altensee","Dragons Lair","Glitch","18.5","https://www.youtube.com/watch?v=ZlWpuZOJLJ8","April 4, 2024",""
"Chriss","Mystic Alps","Skip IGT","12.8","https://www.youtube.com/watch?v=b0VzEvvkgAQ","45386",""
"Gavin","Cosmic Cliffside","R15 Skip","13.6","https://youtu.be/zqrJGFsfF_Q","April 5, 2024",""
"Gavin","Heights","Skip EGT","7.55","https://www.youtube.com/watch?v=HAnCEUSq5Cs","April 5, 2024",""
"Chriss","Crystal Mine","Skip IGT","22.8","https://www.youtube.com/watch?v=i4eKS1QUy_o","April 8, 2024",""
"Nugglei","Cosmic Cliffside","R15 Skip","13.5","https://www.youtube.com/watch?v=SjhuShaF7gc","April 8, 2024",""
"Nugglei","Ravine","R15 Skip","9.6","https://youtu.be/vDI-iMJL-pc","April 8, 2024",""
"Nugglei","Cosmic Cliffside","R6 Skip","13.6","https://youtu.be/2bPoHCKPOQU","April 8, 2024",""
"Chriss","Crystal Mine","Skip EGT","22.683","https://www.youtube.com/watch?v=i4eKS1QUy_o","45390",""
"Skele","The Orion Disaster","Skipless IGT","16","https://www.youtube.com/watch?v=0IzXOHfgRzU","April 10, 2024",""
"Skele","Enchanted Forest","Skipless IGT","25.1","https://www.youtube.com/watch?v=xYb-Di5ZALw","April 10, 2024",""
"Altensee","Mystical Gorge","Skipless IGT","15.8","https://www.youtube.com/watch?v=LK04uHHrcKo","April 10, 2024",""
"Skele","The Orion Disaster","Skipless EGT","16.033","https://www.youtube.com/watch?v=0IzXOHfgRzU","45392",""
"Skele","Enchanted Forest","Skipless EGT","25.117","https://www.youtube.com/watch?v=xYb-Di5ZALw","45392",""
"Altensee","Night Terrors","Skipless IGT","18.9","https://www.youtube.com/watch?v=-_Jtu9oHvwk","45393",""
"Skele","Twilight Lagoon","R15 Skipless","24.2","https://www.youtube.com/watch?v=o33gHojrExQ","April 12, 2024",""
"Gavin","Twilight Lagoon","R6 Skip","22.3","https://youtu.be/0Y24UF9ZLfM","April 12, 2024",""
"Skele","Night Terrors","Skip IGT","17.4","https://www.youtube.com/watch?v=1xjjEoPHXac","April 13, 2024",""
"Skele","Night Terrors","Skip EGT","17.433","https://www.youtube.com/watch?v=1xjjEoPHXac","45395",""
"Gavin","Frozen","Skip IGT","24.1","https://youtu.be/cjZTG7vPpG4","April 13, 2024",""
"Skele","Twilight Lagoon","Skipless EGT","24.167","https://www.youtube.com/watch?v=o33gHojrExQ","April 13, 2024",""
"Altensee","Enchanted Forest","Skipless IGT","25.1","https://www.youtube.com/watch?v=P9krq_WhBeM","April 14, 2024",""
"DylPickle","Floatroads","Skipless EGT","26.217","https://www.youtube.com/watch?v=OkeHvQpi8uA","April 14, 2024",""
"Skele","Western Bluffs","Skipless IGT","18.2","https://www.youtube.com/watch?v=ocpgmL8VfCY","45400",""
"Skele","Western Bluffs","Skipless EGT","18.2","https://www.youtube.com/watch?v=ocpgmL8VfCY","45400",""
"DylPickle","The Emerald Isle","Glitch","4.9","https://youtube.com/watch?v=zaR3zxcz9EI&si=3bgnCp1F5tMEOY-l","April 19, 2024",""
"Icey","Floatroads","R15 Skipless","26.2","https://cdn.discordapp.com/attachments/999655699338510366/1241886448291024986/RPReplay_Final1716159118.mov?ex=68d7c222&is=68d670a2&hm=bb95d8b373f87e75386bd89843fe5dc1e2cfd81139859b84f690813fc26462ef&","May 19, 2024",""
"Chriss","Disaster Valley","Skip IGT","15.6","https://www.youtube.com/watch?v=k8cgLFddwD8","45432",""
"Shane","Floatroads","R15 Skipless","26.2","https://youtu.be/Zn0QoW1rDZU?si=dvKaSV9252DMJV1t","May 21, 2024","Mobile"
"Marbless-","River of Ice","R6 Skipless","12.9","https://www.youtube.com/watch?v=3ZBuLDaXUmY","May 22, 2024",""
"Nugglei","Western Bluffs","R15 Skip","16.3","https://www.youtube.com/watch?v=QadGO8MJ4pE","May 25, 2024",""
"Nugglei","Honeycomb Run","R15 Skip","14.1","https://youtu.be/uquIBYxzKBY","May 25, 2024",""
"Apple","Laser Tag","Skipless IGT","22.8","https://youtube.com/watch?v=DCTmk1ZpfSg&si=BjGGVW2fTtvae7bT","45438","Mobile"
